1,Precious,Achiuwa,MIA,PF,21,61,4,12.1,2,3.7,0.544,0,0,0,2,3.7,0.546,0.544,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5
209,Eric,Gordon,HOU,SG,32,27,13,29.2,5.9,13.6,0.433,2.6,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
210,Devonte',Graham,CHO,PG,25,55,44,30.2,4.6,12.2,0.377,3.3,8.7,0.375,1.3,3.5,0.38,0.51,2.4,2.9,0.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,1.4,14.8
211,Jerami,Grant,DET,SF,26,54,54,33.9,7.4,17.3,0.429,2.1,6.1,0.35,5.3,11.2,0.473,0.491,5.4,6.4,0.845,0.6,4,4.6,2.8,0.6,1.1,2,2.3,22.3
212,Danny,Green,PHI,SF,33,69,69,28,3.2,7.9,0.412,2.5,6.3,0.405,0.7,1.6,0.438,0.573,0.4,0.6,0.775,0.8,3,3.8,1.7,1.3,0.8,1,1.8,9.5
213,Draymond,Green,GSW,PF,30,63,63,31.5,2.7,6,0.447,0.5,2,0.27,2.2,4,0.535,0.492,1.1,1.4,0.795,0.9,6.3,7.1,8.9,1.7,0.8,3,3.1,7
214,JaMychal,Green,DEN,PF,30,58,5,19.3,3,6.4,0.463,1.4,3.4,0.399,1.6,3,0.534,0.568,0.8,1,0.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,2.5,8.1
215,Javonte,Green,BOS,SG,27,25,2,13.8,1.6,2.8,0.549,0.3,0.9,0.318,1.3,2,0.653,0.599,0.8,1.2,0.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2
216,Javonte,Green,CHI,PG,27,16,0,8,0.9,1.9,0.452,0.2,0.5,0.375,0.7,1.4,0.478,0.5,0.6,0.6,1,0.4,0.8,1.2,0.4,0.6,0.3,0.4,0.8,2.6
217,Jeff,Green,BRK,C,34,68,38,27,3.8,7.8,0.492,1.5,3.7,0.412,2.3,4.1,0.564,0.59,1.8,2.4,0.776,0.5,3.4,3.9,1.6,0.5,0.4,0.8,1.8,11
218,Josh,Green,DAL,SG,20,39,5,11.4,1.1,2.4,0.452,0.1,0.6,0.16,1,1.7,0.559,0.473,0.3,0.6,0.565,0.7,1.3,2,0.7,0.4,0.1,0.4,0.9,2.6
219,Blake,Griffin,DET,PF,31,20,20,31.3,4.1,11.1,0.365,2,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
220,Blake,Griffin,BRK,PF,31,26,10,21.5,3.6,7.3,0.492,1.2,3.1,0.383,2.4,4.2,0.574,0.574,1.7,2.1,0.782,1.1,3.6,4.7,2.4,0.7,0.5,1.2,2.7,10
221,Kyle,Guy,SAC,PG,23,31,0,7.6,0.9,2.8,0.33,0.4,1.5,0.283,0.5,1.4,0.381,0.403,0.5,0.6,0.8,0.2,1,1.1,1,0.2,0,0.4,0.6,2.8
222,Rui,Hachimura,WAS,PF,22,57,57,31.5,5.4,11.4,0.478,0.8,2.4,0.328,4.6,9,0.519,0.513,2.2,2.8,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,2.1,13.8
223,Ashton,Hagans,MIN,PG,21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
224,Tyrese,Haliburton,SAC,PG,20,58,20,30.1,5,10.7,0.472,2.1,5.1,0.409,2.9,5.6,0.529,0.569,0.8,1,0.857,0.7,2.3,3,5.3,1.3,0.5,1.6,1.4,13
225,Donta,Hall,ORL,PF,23,13,0,13.8,1.9,2.7,0.714,0,0,0,1.9,2.7,0.714,0.714,1.8,2.6,0.676,1.8,2.9,4.8,0.8,0.4,0.8,0.6,1.4,5.6
226,Josh,Hall,OKC,SF,20,21,1,16,1.4,4.7,0.303,0.2,1.8,0.108,1.2,3,0.419,0.323,1,2.1,0.5,0.3,2.5,2.8,1.3,0.2,0,1.2,1.8,4.1
227,R.J.,Hampton,DEN,PG,19,25,0,9.3,1,2.4,0.417,0.2,0.7,0.278,0.8,1.7,0.476,0.458,0.4,0.5,0.75,0.4,1.6,2,0.6,0.2,0.1,0.4,0.9,2.6
228,R.J.,Hampton,ORL,SG,19,26,1,25.2,4.3,9.7,0.439,0.8,2.7,0.319,3.4,7.1,0.484,0.482,1.8,2.7,0.657,0.7,4.2,5,2.8,0.6,0.3,1.6,1.5,11.2
229,Tim,Hardaway Jr.,DAL,SG,28,70,31,28.4,5.8,13,0.447,3,7.6,0.391,2.9,5.5,0.524,0.56,2,2.5,0.816,0.3,3,3.3,1.8,0.4,0.2,0.9,1.6,16.6
230,James,Harden,HOU,SG,31,8,8,36.3,7.5,16.9,0.444,3.1,9,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8
231,James,Harden,BRK,PG,31,36,35,36.6,7.8,16.6,0.471,2.7,7.3,0.366,5.2,9.4,0.552,0.551,6.3,7.3,0.856,0.8,7.7,8.5,10.9,1.3,0.8,4,2.4,24.6
232,Maurice,Harkless,MIA,SF,27,11,3,11.3,0.5,1.2,0.385,0.5,1,0.455,0,0.2,0,0.577,0,0.2,0,0.2,1,1.2,0.6,0.2,0.4,0.3,1.3,1.4
233,Maurice,Harkless,SAC,PF,27,26,20,24.9,2.5,5.8,0.421,0.7,2.8,0.247,1.8,3,0.582,0.48,1.3,1.6,0.805,0.4,2.5,2.9,1.4,1.1,0.6,0.7,2.8,6.9
234,Jared,Harper,NYK,PG,23,8,0,2,0,0.5,0,0,0.1,0,0,0.4,0,0,0.4,0.5,0.75,0,0.3,0.3,0.1,0,0,0.4,0.1,0.4
235,Montrezl,Harrell,LAL,C,27,69,1,22.9,5.4,8.7,0.622,0,0.1,0,5.4,8.6,0.632,0.622,2.6,3.7,0.707,2.3,3.9,6.2,1.1,0.7,0.7,1.1,1.9,13.5
236,Gary,Harris,DEN,SG,26,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
237,Gary,Harris,ORL,SG,26,20,19,25,3.5,9.5,0.365,1.2,3.3,0.364,2.3,6.2,0.366,0.429,2.1,2.4,0.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2
238,Jalen,Harris,TOR,SG,22,13,2,13.2,2.8,5.5,0.5,1.3,2.8,0.472,1.5,2.8,0.528,0.618,0.5,0.7,0.778,0.2,1.2,1.4,1.3,0.6,0,1.1,1.2,7.4
239,Joe,Harris,BRK,SF,29,69,65,31,5.2,10.2,0.505,3.1,6.4,0.475,2.1,3.8,0.555,0.654,0.7,0.9,0.778,0.6,3,3.6,1.9,0.7,0.2,0.9,2,14.1
240,Tobias,Harris,PHI,PF,28,62,62,32.5,7.6,14.9,0.512,1.3,3.4,0.394,6.3,11.5,0.546,0.556,2.9,3.3,0.892,1,5.8,6.8,3.5,0.9,0.8,1.7,1.9,19.5
241,Shaquille,Harrison,UTA,SG,27,17,0,3.3,0.4,1.2,0.3,0,0.1,0,0.4,1.1,0.333,0.3,0.3,0.4,0.833,0.2,0.4,0.5,0.5,0.1,0,0.3,0.2,1
242,Shaquille,Harrison,DEN,SG,27,17,0,16.3,1.2,3.4,0.345,0.2,0.8,0.214,1,2.6,0.386,0.371,0.8,0.9,0.813,0.2,2.1,2.3,0.9,0.9,0.3,0.4,1.8,3.3
243,Josh,Hart,NOP,SF,25,47,4,28.7,3.2,7.3,0.439,1.3,4.1,0.326,1.9,3.2,0.583,0.531,1.5,1.9,0.775,1.1,6.9,8,2.3,0.8,0.3,1,2.4,9.2
244,Isaiah,Hartenstein,DEN,C,22,30,0,9.1,1.4,2.7,0.513,0,0,0,1.4,2.7,0.513,0.513,0.7,1.2,0.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,2,3.5
245,Isaiah,Hartenstein,CLE,C,22,16,2,17.9,3.3,5.7,0.582,0.1,0.4,0.333,3.2,5.3,0.6,0.593,1.5,2.2,0.686,1.6,4.4,6,2.5,0.5,1.2,1.4,2.8,8.3
246,Udonis,Haslem,MIA,C,40,1,0,3,2,2,1,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,4
247,Jaxson,Hayes,NOP,C,20,60,3,16.1,2.9,4.7,0.625,0.1,0.2,0.429,2.8,4.4,0.635,0.636,1.6,2,0.775,1.5,2.8,4.3,0.6,0.4,0.6,0.7,1.7,7.5
248,Killian,Hayes,DET,PG,19,26,18,25.8,2.7,7.7,0.353,0.8,2.8,0.278,2,5,0.395,0.403,0.5,0.7,0.824,0.2,2.4,2.7,5.3,1,0.4,3.2,2.2,6.8
249,Gordon,Hayward,CHO,SF,30,44,44,34,7.1,15,0.473,1.9,4.7,0.415,5.1,10.3,0.499,0.537,3.5,4.2,0.843,0.8,5,5.9,4.1,1.2,0.3,2.1,1.7,19.6
250,Juan,Hernangómez,MIN,PF,25,52,6,17.3,2.5,5.8,0.435,1.1,3.2,0.327,1.4,2.5,0.573,0.527,1.2,1.9,0.619,0.9,3.1,3.9,0.7,0.4,0.1,0.5,1,7.2
251,Willy,Hernangómez,NOP,C,26,47,12,18,3.2,5.7,0.563,0,0.2,0.1,3.2,5.5,0.581,0.565,1.3,2,0.667,2.5,4.6,7.1,1.1,0.5,0.5,0.7,1.4,7.8
252,Tyler,Herro,MIA,SG,21,54,15,30.3,5.7,12.9,0.439,2,5.5,0.36,3.7,7.4,0.498,0.516,1.7,2.2,0.803,0.5,4.5,5,3.4,0.6,0.3,1.9,1.3,15.1
253,Buddy,Hield,SAC,SG,28,71,71,34.3,5.7,14,0.406,4,10.2,0.391,1.7,3.8,0.446,0.548,1.2,1.5,0.846,0.4,4.3,4.7,3.6,0.9,0.4,1.8,2.5,16.6
254,George,Hill,OKC,PG,34,14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8
255,George,Hill,PHI,PG,34,16,3,18.9,2.1,4.8,0.442,0.6,1.4,0.391,1.6,3.4,0.463,0.5,1.2,1.6,0.76,0.5,1.5,2,1.9,0.7,0.2,1.2,1.2,6
256,Solomon,Hill,ATL,PF,29,71,16,21.3,1.5,4.2,0.359,1,3,0.321,0.5,1.2,0.453,0.473,0.5,0.6,0.761,0.6,2.4,3,1.1,0.7,0.2,0.6,1.6,4.5
257,Nate,Hinton,DAL,SG,21,21,0,4.4,0.7,2,0.357,0.2,0.9,0.211,0.5,1.1,0.478,0.405,0.3,0.5,0.7,0,0.4,0.4,0.4,0.3,0.1,0.2,0.4,2
258,Jaylen,Hoard,OKC,SF,21,19,0,16.8,2.3,4.6,0.5,0,0.6,0,2.3,4.1,0.571,0.5,1.5,2.2,0.683,1.1,2.3,3.4,1.3,0.7,0.3,0.9,1,6.1
259,Aaron,Holiday,IND,PG,24,66,8,17.8,2.6,6.6,0.39,1,2.8,0.368,1.6,3.8,0.406,0.467,1,1.3,0.819,0.2,1.1,1.3,1.9,0.7,0.2,1,1.4,7.2
260,Jrue,Holiday,MIL,PG,30,59,56,32.3,7,13.9,0.503,1.9,4.8,0.392,5.1,9.2,0.561,0.57,1.8,2.3,0.787,1.2,3.3,4.5,6.1,1.6,0.6,2.2,1.7,17.7
261,Justin,Holiday,IND,SG,31,72,52,30.3,3.6,8.7,0.413,2.4,6.3,0.382,1.2,2.4,0.494,0.551,0.9,1.2,0.788,0.4,3.1,3.6,1.7,1,0.6,0.8,1.9,10.5
262,Rondae,Hollis-Jefferson,POR,PF,26,11,1,9.7,0.8,1.6,0.5,0,0.1,0,0.8,1.5,0.529,0.5,0.8,1.5,0.563,1,1.4,2.4,1.2,0.2,0.4,0.2,1.4,2.5
263,Richaun,Holmes,SAC,C,27,61,61,29.2,6,9.4,0.637,0,0.2,0.182,6,9.2,0.645,0.638,2.2,2.8,0.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,3.5,14.2
264,Rodney,Hood,POR,SF,28,38,5,19.1,1.9,5.3,0.363,0.7,2.2,0.298,1.3,3.1,0.41,0.425,0.2,0.3,0.75,0.5,1.4,1.9,1.2,0.5,0.1,0.8,1.6,4.7
265,Rodney,Hood,TOR,SF,28,17,0,12.7,1.2,3.5,0.356,0.5,1.7,0.31,0.7,1.8,0.4,0.432,0.9,0.9,0.938,0.3,1.5,1.8,0.4,0.2,0.2,0.3,0.9,3.9
266,Al,Horford,OKC,C,34,28,28,27.9,5.8,12.9,0.45,2,5.4,0.368,3.8,7.4,0.51,0.528,0.6,0.8,0.818,1,5.7,6.7,3.4,0.9,0.9,1,1.7,14.2
267,Talen,Horton-Tucker,LAL,SG,20,65,4,20.1,3.4,7.5,0.458,0.6,2,0.282,2.9,5.5,0.522,0.496,1.5,2,0.775,0.4,2.2,2.6,2.8,1,0.3,1.6,2,9
268,Danuel,House,HOU,SF,27,36,23,25.9,3.1,7.6,0.404,1.5,4.3,0.346,1.6,3.2,0.483,0.504,1.1,1.8,0.651,0.5,3.2,3.7,1.9,0.6,0.4,1,1.9,8.8
269,Dwight,Howard,PHI,C,35,69,6,17.3,2.6,4.4,0.587,0.1,0.3,0.25,2.5,4.1,0.611,0.596,1.8,3,0.576,2.8,5.7,8.4,0.9,0.4,0.9,1.6,2.9,7
270,Markus,Howard,DEN,SG,21,37,1,5.5,1.1,2.9,0.377,0.5,1.8,0.277,0.6,1.1,0.537,0.462,0.2,0.2,0.778,0,0.5,0.6,0.5,0.1,0,0.5,0.6,2.8
271,Kevin,Huerter,ATL,SG,22,69,49,30.8,4.6,10.6,0.432,2,5.6,0.363,2.6,5,0.51,0.528,0.7,0.9,0.781,0.6,2.8,3.3,3.5,1.2,0.3,1.1,2.4,11.9
272,Elijah,Hughes,UTA,SF,22,18,0,3.6,0.6,1.7,0.333,0.4,1.3,0.348,0.1,0.4,0.286,0.467,0.2,0.2,0.75,0.1,0.4,0.5,0.3,0.1,0.1,0.3,0.1,1.7
273,De'Andre,Hunter,ATL,SF,23,23,19,29.5,5.2,10.8,0.484,1.3,4.1,0.326,3.9,6.7,0.582,0.546,3.2,3.7,0.859,0.7,4,4.8,1.9,0.8,0.5,1.3,2.6,15
274,Chandler,Hutchison,CHI,SF,24,7,0,9.1,0.7,2.6,0.278,0.1,0.4,0.333,0.6,2.1,0.267,0.306,0.3,0.3,1,0.1,2.7,2.9,0.6,0.1,0,0.7,1.3,1.9
275,Chandler,Hutchison,WAS,SF,24,18,1,15.7,1.9,4.7,0.4,0.4,1.1,0.368,1.5,3.7,0.409,0.441,1.1,1.3,0.826,0.3,2.9,3.2,0.7,0.6,0.3,0.8,1.3,5.2
276,Serge,Ibaka,LAC,C,31,41,39,23.3,4.5,8.9,0.51,1,2.8,0.339,3.6,6.1,0.588,0.563,1,1.3,0.811,1.8,4.9,6.7,1.8,0.2,1.1,1.1,1.9,11.1
277,Andre,Iguodala,MIA,SF,37,63,5,21.3,1.5,3.9,0.383,1,2.9,0.33,0.6,1,0.53,0.504,0.4,0.6,0.658,0.6,2.9,3.5,2.3,0.9,0.6,1.1,1.4,4.4
278,Ersan,İlyasova,UTA,PF,33,17,1,8.7,1.2,3.2,0.389,1.1,2.4,0.439,0.2,0.8,0.231,0.556,0.3,0.3,1,0.4,1.3,1.7,0.2,0.6,0.2,0.5,1.7,3.8
279,Joe,Ingles,UTA,SF,33,67,30,27.9,4.1,8.4,0.489,2.7,6.1,0.451,1.4,2.3,0.59,0.652,1.1,1.3,0.844,0.4,3.2,3.6,4.7,0.7,0.2,1.7,1.8,12.1
280,Brandon,Ingram,NOP,SF,23,61,61,34.3,8.4,18,0.466,2.3,6.1,0.381,6.1,11.9,0.51,0.531,4.6,5.2,0.878,0.6,4.3,4.9,4.9,0.7,0.6,2.5,2,23.8
281,Kyrie,Irving,BRK,PG,28,54,54,34.9,10.2,20.1,0.506,2.8,7,0.402,7.4,13.1,0.561,0.576,3.7,4,0.922,1,3.8,4.8,6,1.4,0.7,2.4,2.6,26.9
282,Wesley,Iwundu,DAL,SF,26,23,3,12.5,0.7,2.3,0.327,0.1,1,0.13,0.6,1.3,0.483,0.356,0.5,0.6,0.857,0.3,1.7,1.9,0.4,0.4,0.1,0.3,1.1,2.1
283,Wesley,Iwundu,NOP,SF,26,18,1,13.9,0.9,2.8,0.34,0.1,1,0.111,0.8,1.8,0.469,0.36,0.8,0.9,0.824,0.5,2.1,2.6,0.4,0.3,0.1,0.7,1.3,2.8
284,Frank,Jackson,DET,PG,22,40,6,18.5,3.4,7.3,0.457,1.5,3.8,0.407,1.8,3.6,0.51,0.561,1.5,1.9,0.813,0.4,1.8,2.2,0.9,0.4,0,0.9,1.3,9.8
285,Jaren,Jackson Jr.,MEM,C,21,11,4,23.5,4.8,11.4,0.424,1.5,5.5,0.283,3.3,5.9,0.554,0.492,3.2,3.8,0.833,1.5,4.1,5.6,1.1,1.1,1.6,1.4,3.8,14.4
286,Josh,Jackson,DET,SG,23,62,25,25.2,4.8,11.4,0.419,1.2,4.1,0.3,3.5,7.3,0.487,0.473,2.6,3.5,0.729,0.9,3.2,4.1,2.3,0.9,0.8,2.3,2.9,13.4
287,Justin,Jackson,OKC,SF,25,33,3,16.5,2.6,6.4,0.406,1,3.4,0.306,1.6,3.1,0.515,0.486,0.9,1.1,0.857,0.4,1.7,2.2,1.5,0.5,0.1,0.9,0.9,7.2
288,Justin,Jackson,MIL,SF,25,1,0,33,3,9,0.333,2,6,0.333,1,3,0.333,0.444,1,2,0.5,2,4,6,1,0,0,1,1,9
289,Reggie,Jackson,LAC,SG,30,67,43,23,3.9,8.7,0.45,1.8,4.2,0.433,2.1,4.5,0.465,0.554,1,1.2,0.817,0.4,2.5,2.9,3.1,0.6,0.1,1.1,1.9,10.7
290,Justin,James,SAC,SF,24,36,0,8.6,1.4,3.1,0.468,0.4,1.1,0.368,1.1,2,0.521,0.532,0.6,1,0.583,0.3,0.6,0.8,0.6,0.2,0.1,0.4,0.6,3.9
291,LeBron,James,LAL,PG,36,45,45,33.4,9.4,18.3,0.513,2.3,6.3,0.365,7.1,12,0.591,0.576,4,5.7,0.698,0.6,7,7.7,7.8,1.1,0.6,3.7,1.6,25
292,Mike,James,BRK,PG,30,13,1,18.2,2.6,7.1,0.37,0.8,2.4,0.355,1.8,4.7,0.377,0.429,1.6,2.1,0.778,0.2,2.2,2.5,4.2,0.5,0.1,1.5,0.8,7.7
293,DaQuan,Jeffries,SAC,SG,23,18,2,12.9,1.3,3.2,0.421,0.5,1.6,0.321,0.8,1.6,0.517,0.5,0.3,0.4,0.857,0.5,1.1,1.6,0.3,0.4,0.2,0.4,1.3,3.5
294,DaQuan,Jeffries,HOU,SG,23,13,3,20.1,2,4.8,0.413,0.8,3,0.282,1.2,1.8,0.625,0.5,0.1,0.1,1,0.8,2.5,3.2,1.2,0.6,0.5,0.5,1.9,4.9
295,Ty,Jerome,OKC,SG,23,33,1,23.9,3.9,8.7,0.446,2.2,5.1,0.423,1.7,3.6,0.479,0.57,0.8,1,0.765,0.3,2.5,2.8,3.6,0.6,0.2,1.4,1.8,10.7
296,Isaiah,Joe,PHI,SG,21,41,1,9.3,1.2,3.2,0.361,1,2.6,0.368,0.2,0.7,0.333,0.508,0.4,0.6,0.75,0.1,0.7,0.9,0.5,0.3,0.1,0.3,0.8,3.7
297,Alize,Johnson,BRK,PF,24,18,0,10.5,2.2,3.8,0.588,0.1,0.3,0.167,2.2,3.4,0.629,0.596,0.7,0.7,1,1.5,3.5,5,0.8,0.3,0.3,0.5,0.9,5.2
298,Cameron,Johnson,PHO,PF,24,60,11,24,3.4,8.1,0.42,2,5.6,0.349,1.4,2.5,0.581,0.541,0.8,1,0.847,0.6,2.8,3.3,1.4,0.6,0.3,0.7,1.4,9.6
299,James,Johnson,DAL,PF,33,29,1,17.4,2.3,5,0.462,0.5,2.1,0.25,1.8,2.9,0.612,0.514,0.6,1,0.586,0.5,2.5,3,1.7,0.8,0.8,0.9,2,5.7
300,James,Johnson,NOP,PF,33,22,11,24.5,3.6,8.3,0.434,0.7,2.7,0.267,2.9,5.5,0.516,0.478,1.3,2.1,0.596,0.8,3.3,4.1,2.2,0.8,0.9,1.3,2.8,9.2
301,Keldon,Johnson,SAS,SF,21,69,67,28.5,4.9,10.2,0.479,0.9,2.6,0.331,4,7.6,0.531,0.522,2.1,2.8,0.74,1.3,4.6,6,1.8,0.6,0.3,1.1,2.1,12.8
302,Stanley,Johnson,TOR,PF,24,61,13,16.5,1.5,3.8,0.382,0.7,2.2,0.328,0.7,1.6,0.458,0.479,0.7,0.9,0.8,0.5,2,2.5,1.5,0.9,0.3,0.9,1.9,4.4
303,Tyler,Johnson,BRK,SG,28,39,3,17.5,1.8,4.7,0.393,1.2,3.4,0.364,0.6,1.3,0.471,0.525,0.5,0.5,0.857,0.2,1.8,2,1.2,0.4,0,0.4,1.1,5.4
304,Nikola,Jokić,DEN,C,25,72,72,34.6,10.2,18,0.566,1.3,3.3,0.388,8.9,14.7,0.606,0.602,4.8,5.5,0.868,2.8,8,10.8,8.3,1.3,0.7,3.1,2.7,26.4
305,Damian,Jones,PHO,C,25,14,0,6.7,0.6,1.1,0.5,0,0.1,0,0.6,1.1,0.533,0.5,0.4,0.8,0.545,0.5,0.8,1.3,0.3,0.1,0.4,0.4,1.4,1.6
306,Damian,Jones,LAL,C,25,8,6,14,2,2.1,0.941,0,0,0,2,2.1,0.941,0.941,1.4,1.5,0.917,1,2.3,3.3,0.1,0.1,0.9,0.6,2.8,5.4
307,Damian,Jones,SAC,C,25,17,4,20.1,2.7,4.1,0.657,0.1,0.2,0.25,2.6,3.9,0.682,0.664,1.5,2.1,0.714,1.2,3.3,4.5,1.4,0.5,1,0.9,2.1,6.9
308,Derrick,Jones Jr.,POR,SF,23,58,43,22.7,2.5,5.2,0.484,0.7,2.3,0.316,1.8,2.9,0.619,0.554,1,1.6,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,2.2,6.8
309,Mason,Jones,HOU,SG,22,26,1,11.8,1.8,4.4,0.412,0.9,2.5,0.359,0.9,1.9,0.48,0.513,1.3,2.2,0.614,0.2,1.8,2,1.5,0.2,0,1.1,0.8,5.8
310,Mason,Jones,PHI,SG,22,6,0,4.5,0.8,1.5,0.556,0.2,0.3,0.5,0.7,1.2,0.571,0.611,0.8,1.2,0.714,0.5,0.2,0.7,0.5,0.2,0,0.2,0.3,2.7
311,Tre,Jones,SAS,PG,21,37,1,7.3,1,2.1,0.474,0.1,0.1,0.6,0.9,2,0.466,0.494,0.5,0.5,0.895,0.2,0.4,0.6,1.1,0.2,0,0.4,0.4,2.5
312,Tyus,Jones,MEM,PG,24,70,9,17.5,2.5,5.9,0.431,0.6,2,0.321,1.9,3.9,0.487,0.485,0.6,0.6,0.911,0.3,1.7,2,3.7,0.9,0.1,0.7,0.4,6.3
